ID, TARGET
1,1835.55346679688
2,1164.6943359375
3,1292.93493652344
4,1547.53344726562
5,2723.84399414062
6,1460.89147949219
7,1985.30493164062
8,1275.89306640625
9,2440.43310546875
10,1595.24682617188
11,1327.62060546875
12,1401.61364746094
13,1312.59423828125
14,1807.30041503906
15,1088.59375
16,1636.79150390625
17,1594.91955566406
18,1504.70153808594
19,1510.52905273438
20,2200.99853515625
21,1575.07775878906
22,1626.22241210938
23,1659.10388183594
24,2218.78637695312
25,1903.19482421875
26,2287.52880859375
27,1767.54382324219
28,3011.1787109375
29,1261.97973632812
30,1595.40014648438
31,1789.32470703125
32,1455.89721679688
33,1389.53271484375
34,1018.72204589844
35,1408.2978515625
36,1626.7197265625
37,1846.55590820312
38,1639.04064941406
39,2320.9140625
40,2198.83056640625
41,2363.95239257812
42,1648.69018554688
43,1462.34436035156
44,1064.02026367188
45,2103.7685546875
46,1628.48449707031
47,1330.26672363281
48,1165.9287109375
49,1243.72839355469
50,1171.70532226562
51,1698.21923828125
52,1726.435546875
53,1405.65502929688
54,1911.66162109375
55,1323.84387207031
56,1295.19482421875
57,1742.162109375
58,1651.07958984375
59,1408.44091796875
60,1212.15466308594
61,2336.26293945312
62,1357.02185058594
63,1757.00500488281
64,929.328735351562
65,1388.72473144531
66,1866.48034667969
67,1358.90258789062
68,1473.5869140625
69,1288.34509277344
70,2011.50598144531
71,1392.228515625
72,1733.28210449219
73,1698.06640625
74,1464.88586425781
75,1747.04663085938
76,2978.033203125
77,2799.19604492188
78,1507.28308105469
79,1776.73132324219
80,1125.02368164062
81,1403.02258300781
82,1682.52612304688
83,1576.953125
84,1166.52661132812
85,1827.40185546875
86,1658.103515625
87,1537.65026855469
88,1479.64575195312
89,2054.45190429688
90,2028.8583984375
91,1406.37512207031
92,1543.29821777344
93,1390.45690917969
94,1405.49987792969
95,1925.44885253906
96,2071.30078125
97,1365.85803222656
98,1148.13061523438
99,2167.97265625
100,1546.13452148438
101,1448.4560546875
102,1909.33093261719
103,1704.55615234375
104,1105.6826171875
105,2501.47973632812
106,2341.04858398438
107,1614.02453613281
108,1278.62707519531
109,1650.0869140625
110,1158.65979003906
111,1064.6279296875
112,1904.67639160156
113,981.917846679688
114,1700.89758300781
115,1674.19372558594
116,1840.08190917969
117,1272.05236816406
118,1166.2578125
119,1417.72412109375
120,1068.14343261719
121,1528.42590332031
122,1753.44543457031
123,1233.884765625
124,1538.546875
125,2150.50439453125
126,1559.02770996094
127,1491.42297363281
128,1364.91333007812
129,1339.67163085938
130,1539.177734375
131,1826.78625488281
132,1401.78234863281
133,1519.2177734375
134,1858.880859375
135,1728.47436523438
136,1055.74304199219
137,1436.04272460938
138,1424.60034179688
139,1612.36462402344
140,1457.06652832031
141,2082.52880859375
142,1860.30065917969
143,2251.6396484375
144,1514.73950195312
145,2277.24584960938
146,1669.20971679688
147,2199.23754882812
148,1511.93798828125
149,2052.12890625
150,1990.58154296875
151,1229.01611328125
152,1725.47058105469
153,1399.51281738281
154,2504.56811523438
155,1215.654296875
156,2462.4072265625
157,1871.41589355469
158,1604.72119140625
159,3033.97143554688
160,1880.65710449219
161,1551.50146484375
162,2020.71459960938
163,1877.24328613281
164,1902.59924316406
165,1585.19396972656
166,1210.37316894531
167,1945.3876953125
168,1386.30676269531
169,1430.86572265625
170,1636.96154785156
171,1132.14074707031
172,2128.60034179688
173,1578.58361816406
174,2876.0009765625
175,1894.15734863281
176,2404.58740234375
177,1763.56591796875
178,1731.60766601562
179,1285.92810058594
180,1151.31713867188
181,2256.04614257812
182,2358.97045898438
183,1742.11242675781
184,1523.67004394531
185,1883.513671875
186,1956.47937011719
187,1968.92712402344
188,2111.08227539062
189,1484.32653808594
190,777.667358398438
191,1323.37829589844
192,1744.60583496094
193,2149.61254882812
194,1964.75830078125
195,1627.19897460938
196,1840.38500976562
197,2507.03564453125
198,1659.77404785156
199,1283.41845703125
200,1869.82629394531
201,2441.61791992188
202,2841.95190429688
203,1319.37463378906
204,1618.05041503906
205,1826.89343261719
206,1953.72814941406
207,2094.76220703125
208,2508.69189453125
209,1536.37390136719
210,2513.45727539062
211,1386.14758300781
212,1792.5068359375
213,1021.73498535156
214,2544.32153320312
215,2730.9677734375
216,1418.83129882812
217,1674.86877441406
218,1053.32165527344
219,1867.99914550781
220,766.9892578125
221,1388.31579589844
222,1261.87390136719
223,2323.09130859375
224,1424.82458496094
225,1592.59008789062
226,2170.525390625
227,1074.47229003906
228,1540.78833007812
229,1522.93627929688
230,1175.16259765625
231,2751.12646484375
232,1578.91296386719
233,2376.07202148438
234,1448.40100097656
235,2248.81274414062
236,2208.34790039062
237,1542.41491699219
238,1484.9609375
239,1386.16906738281
240,1289.84362792969
241,1479.62268066406
242,1257.46826171875
243,1834.384765625
244,2568.3896484375
245,1640.01940917969
246,1750.90258789062
247,2091.89794921875
248,1339.92321777344
249,2020.29028320312
250,1732.43981933594
251,1559.9697265625
252,1256.25341796875
253,1983.81994628906
254,1745.81530761719
255,2017.10583496094
256,1265.59228515625
257,2050.87719726562
258,1330.84069824219
259,2078.98168945312
260,1710.619140625
261,1811.30627441406
262,1429.58264160156
263,2014.81982421875
264,1623.69714355469
265,1817.38562011719
266,1821.06005859375
267,1966.49475097656
268,1847.40075683594
269,1739.22644042969
270,998.38037109375
271,1501.95703125
272,1900.609375
273,1382.34204101562
274,1983.03771972656
275,2116.3583984375
276,1755.00354003906
277,3115.95043945312
278,1092.11157226562
279,1639.92419433594
280,1916.65502929688
281,1705.52502441406
282,1949.09204101562
283,1312.3203125
284,1553.994140625
285,2695.48022460938
286,1626.97534179688
287,1030.65612792969
288,1717.75244140625
289,2827.21166992188
290,1855.42614746094
291,1881.24377441406
292,1472.16284179688
293,1274.29150390625
294,1933.93054199219
295,1515.46154785156
296,1870.05114746094
297,1063.82727050781
298,1843.49755859375
299,1937.22412109375
300,1354.68627929688
301,1174.92565917969
302,1822.27429199219
303,1671.8896484375
304,1556.19006347656
305,1045.15832519531
306,2258.65795898438
307,1512.54284667969
308,1957.00512695312
309,2142.01000976562
310,1052.35217285156
311,1581.56823730469
312,1725.28527832031
313,1426.41027832031
314,1474.04968261719
315,1183.35827636719
316,1506.8818359375
317,1300.67883300781
318,1927.98205566406
319,2055.25805664062
320,2095.5478515625
321,1477.29418945312
322,2774.36962890625
323,2193.55322265625
324,1509.82250976562
325,1666.23767089844
326,2033.501953125
327,1732.00708007812
328,1582.07275390625
329,1971.21984863281
330,1993.14929199219
331,1788.92163085938
332,2122.5986328125
333,2032.42663574219
334,1853.46618652344
335,1722.06689453125
336,1147.43811035156
337,1654.84204101562
338,1569.61206054688
339,1611.52392578125
340,1967.64587402344
341,1758.81896972656
342,1056.64440917969
343,1854.79736328125
344,1892.57702636719
345,2014.11303710938
346,1297.59509277344
347,1934.31530761719
348,1236.58752441406
349,1230.60864257812
350,2229.40795898438
351,1880.75891113281
352,1464.17736816406
353,1347.02612304688
354,1779.1982421875
355,1319.94104003906
356,3125.78466796875
357,1552.69360351562
358,2128.45678710938
359,1763.18371582031
360,1559.79479980469
361,1864.97680664062
362,1901.16467285156
363,1452.32287597656
364,2165.63403320312
365,1862.70654296875
366,1658.67248535156
367,1431.173828125
368,1222.08471679688
369,2046.875
370,2961.81225585938
371,2420.97802734375
372,1872.41870117188
373,2453.47485351562
374,2898.93774414062
375,2211.34887695312
376,1889.24060058594
377,1944.10693359375
378,2116.9052734375
379,2579.27905273438
380,1664.43054199219
381,2097.30444335938
382,2052.53564453125
383,2076.97192382812
384,1976.79345703125
385,2048.75610351562
386,2169.7900390625
387,1637.04736328125
388,1811.76574707031
389,2285.744140625
390,1551.64868164062
391,2946.09228515625
392,1658.24755859375
393,1821.88305664062
394,1452.626953125
395,2020.78747558594
396,2126.73461914062
397,1282.68627929688
398,2129.59814453125
399,901.807861328125
400,1618.06726074219
401,1478.51611328125
402,1670.1025390625
403,1837.01379394531
404,1851.20886230469
405,1783.27722167969
406,1294.61999511719
407,1802.57092285156
408,1786.3037109375
409,1618.06726074219
410,2086.89697265625
411,1516.53234863281
412,2176.20141601562
413,2074.94604492188
414,1855.15307617188
415,1399.69860839844
416,1927.23986816406
417,1894.07592773438
418,2932.21020507812
419,1967.34545898438
420,1757.03381347656
421,1533.70861816406
422,1608.140625
423,1843.08276367188
424,2024.97338867188
425,2632.51611328125
426,2435.71069335938
427,1242.83374023438
428,1477.93200683594
429,2637.90893554688
430,1998.28576660156
431,1830.91442871094
432,1666.01550292969
433,1130.19018554688
434,2123.22045898438
435,1766.39184570312
436,1341.3271484375
437,2053.7763671875
438,3215.748046875
439,1661.33032226562
440,1360.72705078125
441,1532.93518066406
442,1747.97326660156
443,1839.3505859375
444,2413.51391601562
445,2554.50756835938
446,1642.80383300781
447,3352.09643554688
448,1325.67321777344
449,3420.89038085938
450,2196.18676757812
451,1478.29663085938
452,1213.25732421875
453,1461.8515625
454,1322.3935546875
455,2095.45239257812
456,1758.59753417969
457,1361.73681640625
458,3890.04711914062
459,1838.07568359375
460,2138.13525390625
461,1637.1201171875
462,2474.01635742188
463,1374.01525878906
464,1406.39978027344
465,2181.376953125
466,1268.80114746094
467,1717.90759277344
468,2083.9404296875
469,2324.50244140625
470,1920.54748535156
471,1675.25158691406
472,1749.05041503906
473,2201.8779296875
474,2062.73120117188
475,1518.11791992188
476,1331.91784667969
