"ID","TARGET"
1,1714.04444444444
2,1235.95126262626
3,1315.52380952381
4,2103.85
5,3115.33333333333
6,1422.40294117647
7,2052.57142857143
8,1447.04444444444
9,2831.41111111111
10,1679.25
11,1697.08851067989
12,1547.42857142857
13,1284.81526251526
14,1809.62200165426
15,1254.45960927961
16,1698.55555555556
17,1717.04761904762
18,1652.4126984127
19,1478.20608465608
20,2119.74962121212
21,1796.31481481481
22,1660.26551226551
23,1711.55277777778
24,2054.79444444444
25,1848.44444444444
26,2179.98333333333
27,1706.18721804511
28,2930.77777777778
29,1442.49166666667
30,1446.11488095238
31,1728.81021421108
32,1512.75213675214
33,1294.8
34,1149.47198879552
35,1143.43333333333
36,1685.62698412698
37,1793.24664224664
38,1549.94444444444
39,2235.05555555556
40,2228.5
41,1948.02616758242
42,1735.60952380952
43,1584.33333333333
44,1221.96666666667
45,1925.8952991453
46,1700.82777777778
47,1334.5
48,1359.03611111111
49,1308.66666666667
50,1256.78142857143
51,1767.5496031746
52,1655.48611111111
53,1298.77777777778
54,2067.5
55,1553.02028985507
56,1231.65849673203
57,1720.34053559354
58,1667.58295454545
59,1143.16228070175
60,1223.7458704694
61,2308.23888888889
62,1248.11481481481
63,1817.72592592593
64,1128.28151260504
65,1397.65802175121
66,1981.65555555556
67,1311.94761904762
68,1477.15185185185
69,1477.58502409729
70,2075.17971014493
71,1596.06204906205
72,2033.23611111111
73,1624.33333333333
74,1295.71746031746
75,2173.16666666667
76,2377.15873015873
77,2546.38533333333
78,1668.81666666667
79,1871.81997218831
80,1400.94444444444
81,1626.53333333333
82,1739.27777777778
83,1669
84,1392.74074074074
85,1804.81666666667
86,1836.75
87,1653.22222222222
88,1485.40740740741
89,1643.95238095238
90,1937.88439413823
91,1500.70902308105
92,1695.60582010582
93,1461.32936507936
94,1515.18274231678
95,1946.36515151515
96,2294.1234006734
97,1604.56666666667
98,1586.18636721828
99,1896.00755772006
100,1718.31468453378
101,1600.97451963241
102,1742.43181818182
103,1757.37184343434
104,1264.78431372549
105,2359.55555555556
106,2420.08333333333
107,1727.80213675214
108,1228.23888888889
109,1799.89074074074
110,1160.81555555556
111,1345.77222222222
112,1955.17094017094
113,1149.19330523278
114,1629.76470588235
115,1637.61111111111
116,1811.43382352941
117,1301.98412698413
118,1233.82718855219
119,1410.89382716049
120,1259.87985358511
121,1678.09111111111
122,1706.83333333333
123,1385.45555555556
124,1557.48095238095
125,2293.94444444444
126,1529.0273989899
127,1357.91111111111
128,1465.69523809524
129,1556.88131313131
130,1697.82104978355
131,1981.32738095238
132,1501.12702691365
133,1719.80813720281
134,1862.16666666667
135,1903.19687665419
136,1194.18611111111
137,1425.9962962963
138,1544.84107744108
139,1633.74351851852
140,1579.26602564103
141,2244.72222222222
142,1914.3373015873
143,2211.53333333333
144,1724.76984126984
145,2130.93333333333
146,1560.27777777778
147,1992.75
148,1775.37896825397
149,2201.38230519481
150,1745.80243205868
151,1167.85972823473
152,1795.03925120773
153,1421.55555555556
154,2612.66666666667
155,1449.02777777778
156,2319.86111111111
157,1920.10674603175
158,1671.80555555556
159,2536.36388888889
160,1970.53703703704
161,1418.33333333333
162,2036.77777777778
163,1864.66666666667
164,2066.19746031746
165,1648.77619047619
166,1247.39500788022
167,2081.2144949495
168,1278.88888888889
169,1322.44444444444
170,1967.91319459551
171,1197.13102453102
172,1984.58547008547
173,1501.31388888889
174,2705.44444444444
175,1725.72222222222
176,2279.93015873016
177,1722.42360005696
178,1796.36666666667
179,1389.78955744454
180,1199.04974747475
181,2224.41111111111
182,2143.33333333333
183,1791.69480676328
184,1588.15555555556
185,1867.74014249639
186,2063.69790764791
187,1969.33333333333
188,2010.76593406593
189,1525.94444444444
190,975.931746031746
191,1363.6119047619
192,1637.68909773766
193,2197.875
194,1721.66666666667
195,1339.3
196,1801.61481481481
197,2408.03055555556
198,1959.3373015873
199,1377.24326599327
200,1960.60555555556
201,2065.96825396825
202,2710.83333333333
203,1275.46666666667
204,1665.87301587302
205,1776.55555555556
206,2033.53703703704
207,2020.77435897436
208,2365.12037037037
209,1601.6
210,2416.73650793651
211,1420.44188034188
212,1811.85714285714
213,1263.16666666667
214,2502.03307359307
215,2367.83333333333
216,1362.58611111111
217,1730.94444444444
218,1253.26666666667
219,1821.56666666667
220,1208.36121014062
221,1479.11645021645
222,1324.09663299663
223,2205.58333333333
224,1411.90555555556
225,1803.13243978244
226,2050.19444444444
227,1103.37655228758
228,1362.86868686869
229,1650.67666666667
230,1184.79333333333
231,2570.51630591631
232,1468.18888888889
233,2619.66666666667
234,1616.40768588137
235,2272.11388888889
236,2096.42857142857
237,1750.41357627115
238,1336.77976190476
239,1326.31980164715
240,1325.23373015873
241,1519.38888888889
242,1484.99087301587
243,1774.27777777778
244,3232.66666666667
245,1613.63275003557
246,1883.92352092237
247,2105.3
248,1324.77230769231
249,1553.17171717172
250,1703.35555555556
251,1690.74926616593
252,1447
253,2012.65958232608
254,1683.93120298912
255,1779.55555555556
256,1198.61763888889
257,1797.88888888889
258,1331.30555555556
259,2010.76256410256
260,1640.10833333333
261,2003.81178266178
262,1335.5
263,1977.21014492754
264,1735.91666666667
265,1863.6523989899
266,1717.79930555556
267,1833.33333333333
268,1879.54761904762
269,1759.75
270,1233.87301587302
271,1492.75770167333
272,1906.09365079365
273,1369.64141414141
274,2196.88853923854
275,2390.33333333333
276,1584.45708457967
277,2692.55
278,1202.16921957672
279,1697.86041897101
280,1978.5
281,1620.2860159346
282,1856.02796092796
283,1509.16311997996
284,1536.60965121835
285,3039.29285714286
286,1561.46031746032
287,1119.2243697479
288,1579.5
289,2653.40043075833
290,1738.80555555556
291,1916.26888888889
292,1741.41904761905
293,1437.73374396227
294,1811.5
295,1849.37300514801
296,1950.43777777778
297,1279.69523809524
298,1710.08661616162
299,1912.2619047619
300,1438.62592592593
301,1199.27222222222
302,2218.45079365079
303,1787.09920634921
304,1810.70555555556
305,1351.63756613757
306,2247.93333333333
307,1546.98080079135
308,2024.71666666667
309,2147.975
310,1308.63897435897
311,1900.71666666667
312,1919.94444444444
313,1388.18087855297
314,1514.97710867564
315,1230.41111111111
316,1465.27777777778
317,1375.12301587302
318,1755.97222222222
319,1926.54603174603
320,1824.88472222222
321,1768.79589371981
322,2394.77777777778
323,2165
324,1568.00496031746
325,1739.14102564103
326,1973.22055555556
327,1724.59444444444
328,1600.4696969697
329,1897.61904761905
330,1886.4
331,1555.23591934381
332,2079.88312169312
333,2024.85555555556
334,1750.07512762978
335,1766.58888888889
336,1280.44700854701
337,1665.62400793651
338,1676.82685185185
339,1538.61495726496
340,1905.90277777778
341,1624.90024379419
342,1203.20988562092
343,1986.07777777778
344,1859.11075467038
345,1962.08333333333
346,1466.15437147809
347,1839.61111111111
348,1205.83261183261
349,1173.08609178657
350,2149.10444444444
351,1858.48941308691
352,1310.27777777778
353,1556.50793650794
354,1902.72300031124
355,1414.87195108787
356,2900.41666666667
357,1714.09221040189
358,2057.65049432549
359,1913.69884559885
360,1647.79436816679
361,1782.50625
362,1883.54985156191
363,1543.82592592593
364,2288.28258778259
365,1699.38333333333
366,1757.74911255411
367,1507.21388888889
368,1341.97305657306
369,2070.79108309991
370,2857.43638821496
371,2252.56895883864
372,1819.28590160157
373,2251.61518204018
374,2781.30266955267
375,2012.04603842755
376,1691.31419943813
377,1874.05757575758
378,2144.23015873016
379,2202.14560760877
380,1673.16666666667
381,2029.86664169164
382,1887.47698412698
383,1951.37142857143
384,1368.47777777778
385,2103.58974358974
386,2016.06521164021
387,1626.38888888889
388,1767.82160894661
389,2564.47873977874
390,1618.56666666667
391,2936.56161616162
392,1496.49544412702
393,2116.09245881361
394,1504.23412698413
395,1917.80601290481
396,2004.25846331724
397,1274.55555555556
398,2006.83333333333
399,1212.61937118437
400,1483.53618486776
401,1442.20551378446
402,1738.6253968254
403,1792.55555555556
404,1750.52380952381
405,1584.03888888889
406,1241.03333333333
407,1822.86111111111
408,1967.79210372368
409,1491.91211079369
410,1993.78777777778
411,1620.95580682724
412,2107.8566449457
413,1766.44559681852
414,1588.55555555556
415,1343.9388972139
416,1819.66666666667
417,1763.94174603175
418,2439.19374578696
419,2278.2
420,1611.70634920635
421,1497.59444444444
422,1617.10683760684
423,1917.22222222222
424,1849.91666666667
425,2433.54541910331
426,2251.26136363636
427,1189.65479019891
428,1303.96666666667
429,3172.13333333333
430,1903.47878028404
431,1664.42424242424
432,1823.78494949495
433,1222.57082799145
434,1930.97184343434
435,1583.3659030784
436,1316.01111111111
